"Pergunta","Posição","tags","deck"
"Qual é o tratamento inicial da dermatite de contato?<br>{{c1::<br><ul><li>Evitar o agente causador;</li><li>Corticoides tópicos até a resolução dos sintomas;</li><li>Emolientes.</li></ul>}}<br>","08"," Estratégia::Dermatologia::Dermatoses_Eczematosas::02.Dermatite_de_Contato::d)Tratamento ","Estratégia"
"<b>Diagnóstico provável:&nbsp;</b>lactente de 12 meses apresenta placas eritematosas na região perineal, que acometem as dobras e com presença de pústulas satélites.&nbsp;<br><img src=""DenissonC_FC_157.jpg"" data-editor-shrink=""true""><span style=""color: rgb(255, 0, 0);""><br></span>{{c1::Dermatite de fraldas por cândida.}}","16"," Estratégia::Dermatologia::Dermatoses_Eczematosas::07.Dermatite_de_Fraldas::a)Quadro_Clínico ","Estratégia"
"Qual é o tipo de reação de hipersensibilidade mais comum das farmacodermias?<br>{{c1::Tipo IV (mediada por células ou tardia).<br><img src=""paste-dfc40caa58b7beffeb6e914c2c35de2766003019.png"" data-editor-shrink=""true"">}}","02"," Estratégia::Dermatologia::Farmacodermias::01.Introdução ","Estratégia"
"Qual é a farmacodermia mais comum?<br>{{c1::Exantema simples (90-95% dos casos).<br><img src=""paste-0e7ea167de9156c09060975dc78d376e85c06270.png"" data-editor-shrink=""true"">}}","03"," Estratégia::Dermatologia::Farmacodermias::02.Exantema_Simples ","Estratégia"
"Qual é o fármaco mais comumente envolvido na farmacodermia do tipo exantema simples?<br>{{c1::Antibióticos.}}","04"," Estratégia::Dermatologia::Farmacodermias::02.Exantema_Simples ","Estratégia"
"<b>Diagnóstico provável:&nbsp;</b>mulher de 35 anos apresenta mancha hipercrômica bem delimitada dias após o uso de ibuprofeno. Já é a terceira vez que acontece quadro similar, sempre na mesma área.<br><img src=""paste-a3b3ab1a4280ca96207aab5478fb44292fe9e7ba.png"" data-editor-shrink=""true""><br>{{c1::Erupção fixa à droga.}}","06"," Estratégia::Dermatologia::Farmacodermias::03.Erupção_Fixa_à_Droga ","Estratégia"
"<b>Diagnóstico provável;&nbsp;</b>adolescente de 15 anos, com quadro de amigdalite há 7 dias, foi tratado com amoxicilina e ibuprofeno. Evoluiu com febre, linfonodomegalia, lesões mucosas e eritema com descolamento epidérmico de 8% da área corporal.<br>{{c1::Síndrome de Stevens-Johnson.<br><img src=""paste-aa3469fae8ec3a7761b3e52953c53c3fba84d912.png"" data-editor-shrink=""true"">}}","09"," Estratégia::Dermatologia::Farmacodermias::04.SJS_e_NET::b)Quadro_Clínico ","Estratégia"
"<b>Diagnóstico provável;&nbsp;</b>adolescente com amigdalite há 7 dias foi tratado com amoxicilina. Evoluiu com febre, linfonodomegalia, sinal de Nikolsky positivo e necrose acometendo cerca de 35% da área corporal.<br><img src=""DenissonC_FC_158.jpg"" data-editor-shrink=""true""><br>{{c1::Necrólise epidérmica tóxica.<br><img src=""paste-25b14b37e00aba7776848fd3721130e41bb5f0a9.png"">}}","08"," Estratégia::Dermatologia::Farmacodermias::04.SJS_e_NET::b)Quadro_Clínico ","Estratégia"
"<b>Diagnóstico provável:&nbsp;</b>menino de 8 anos apresenta exantema morbiliforme, febre de 39ºC, edema facial e linfonodomegalia cervical. Hemograma apresenta linfocitose com atipia e&nbsp;↑eosinófilos. ↑TGO e ↑TGP, sem outras alterações.<br>{{c1::Reação medicamentosa com eosinofilia e sintomas sistêmicos (DRESS).}}","12"," Estratégia::Dermatologia::Farmacodermias::05.DRESS::b)Quadro_Clínico ","Estratégia"
"Qual é a causa da síndrome do homem vermelho?<br>{{c1::Infusão rápida de vancomicina.}}","16"," Estratégia::Dermatologia::Farmacodermias::07.Síndrome_do_Homem_Vermelho ","Estratégia"
"Qual é o tipo de fármaco mais frequentemente associado à síndrome DRESS?<br>{{c1::Anticonvulsivantes.}}","11"," Estratégia::Dermatologia::Farmacodermias::05.DRESS::a)Etiologia ","Estratégia"
"Qual é a imunoglobulina mediadora da reação de hipersensibilidade do tipo I?<br>{{c1::IgE.}}","01"," Estratégia::Dermatologia::Farmacodermias::01.Introdução ","Estratégia"
"Quais são os pilares do tratamento da síndrome de Stevens-Johnson/necrólise epidérmica tóxica?<br>{{c1::<br><ul><li>Remoção do fármaco causador da reação;</li><li>Internação em UTI ou unidade de queimados;</li><li>Tratamento de suporte (p. ex. correção de distúrbios hidroeletrolíticos, nutricional, analgesia, controle infeccioso, etc).</li></ul>}}<br>","10"," Estratégia::Dermatologia::Farmacodermias::04.SJS_e_NET::c)Tratamento ","Estratégia"
"<b>Diagnóstico provável:&nbsp;</b>paciente com febre de 39 ºC, múltiplas pústulas não foliculares eritematosas, sem envolvimento mucoso e leucocitose com neutrofilia. Cultura negativa das pústulas. Há 5 dias, iniciou tratamento e amoxicilina com clavulanato devido à suspeita de pneumonia.<br>{{c1::Pustulose exantemática generalizada aguda (PEGA).<br><img src=""paste-f7c70adb75ecc6312ae27c08782d35e2cbcc2458.png"" data-editor-shrink=""true"">}}","14"," Estratégia::Dermatologia::Farmacodermias::06.PEGA::a)Quadro_Clínico ","Estratégia"
"Qual é o tratamento da pustulose exantemática generalizada aguda (PEGA)?<br><img src=""paste-8375257dcf16a4c5e5bdf26dbf2f1e3b59772943.png"" data-editor-shrink=""true""><br>{{c1::Suspensão da droga suspeita + corticoides tópicos ou sistêmicos.}}","15"," Estratégia::Dermatologia::Farmacodermias::06.PEGA::b)Tratamento ","Estratégia"
"Qual é o tratamento da reação medicamentosa com eosinofilia e sintomas sistêmicos (DRESS)?<br>{{c1::Suspensão do fármaco suspeito + corticoide tópico ou sistêmico a depender da gravidade.}}","13"," Estratégia::Dermatologia::Farmacodermias::05.DRESS::c)Tratamento ","Estratégia"
"<b>Diagnóstico provável:&nbsp;</b>criança de 10 anos com suspeita de amigdalite iniciou tratamento com amoxicilina. Após 10 dias, evoluiu com exantema maculopapular mobiliforme no tronco e abdome, com leve prurido. Houve resolução do exantema após 5 dias do final do tratamento.<br>{{c1::Exantema simples (farmacodermia).<br><img src=""paste-d840ae71ec9ce6c8512e3826e14b9e4b6e4ddda9.png"" data-editor-shrink=""true"">}}","05"," Estratégia::Dermatologia::Farmacodermias::02.Exantema_Simples ","Estratégia"
"Como se classifica a síndrome de Stevens-Johnson (SSJ) e a necrólise epidérmica tóxica (NET) de acordo com a área de descolamento epidérmico?<br>{{c1::<br><ul><li>SSJ: &lt; 10% da área da superfície corporal com necrólise;</li><li>Sobreposição SSJ-NET: 10%-30% da área da superfície corporal com necrólise;</li><li>NET: &gt; 30% da área da superfície corporal com necrólise.<br><br></li></ul><img src=""paste-aa3469fae8ec3a7761b3e52953c53c3fba84d912.png"" data-editor-shrink=""true"">}}","07"," Estratégia::Dermatologia::Farmacodermias::04.SJS_e_NET::a)Classificação ","Estratégia"
"Quais são os componentes da sigla comumente utilizada para descrever os diagnósticos diferenciais das síndromes cutâneas verrucosas?<br>{{c1::PLECT:<br><ul><li><b>P</b>aracoccidioidomicose;</li><li><b>L</b>eishmaniose;</li><li><b>E</b>sporotricose;</li><li><b>C</b>romomicose;</li><li><b>T</b>uberculose.}}</li></ul>","01"," Estratégia::Dermatologia::Síndromes_Verrucosas::01.Introdução ","Estratégia"
"A leishmaniose tegumentar pode ser considerada uma doença ocupacional?&nbsp;<br>{{c1::Sim, pois está associada a pessoas que trabalham em zona rural, por exemplo.}}","02"," Estratégia::Dermatologia::Síndromes_Verrucosas::02.Leishmaniose_Tegumentar::a)Introdução ","Estratégia"
"Qual é o tratamento mais comum da leishmaniose?<br>{{c1::N-metilglucamina (glucantime) + pentoxifilina como adjuvante.}}","10"," Estratégia::Dermatologia::Síndromes_Verrucosas::02.Leishmaniose_Tegumentar::e)Tratamento ","Estratégia"
"Em que regiões do Brasil há registro de casos de leishmaniose?<br>{{c1::Em todas as unidades da federação.}}","03"," Estratégia::Dermatologia::Síndromes_Verrucosas::02.Leishmaniose_Tegumentar::a)Introdução ","Estratégia"
"Qual é o modo de transmissão da leishmaniose tegumentar?<br>{{c1::Picada de fêmeas de flebotomíneos infectadas. Não há transmissão de pessoa para pessoa.}}","05"," Estratégia::Dermatologia::Síndromes_Verrucosas::02.Leishmaniose_Tegumentar::b)Transmissão ","Estratégia"
"Qual é o agente etiológico da leishmaniose tegumentar?<br>{{c1::Protozoários do gênero <i>leishmania</i>.}}","04"," Estratégia::Dermatologia::Síndromes_Verrucosas::02.Leishmaniose_Tegumentar::b)Transmissão ","Estratégia"
"Qual é o método laboratorial de escolha para o diagnóstico de leishmaniose tegumentar?<br>{{c1::Pesquisa direta do parasita coletado na lesão escarificada.}}","08"," Estratégia::Dermatologia::Síndromes_Verrucosas::02.Leishmaniose_Tegumentar::d)Diagnóstico ","Estratégia"
"<b>Diagnóstico provável:&nbsp;</b>caminhoneiro de 55 anos queixa-se de úlcera ovalada, com bordas bem delimitadas, elevadas e com granulações grosseiras no braço esquerdo.<br><img src=""paste-866d1c364839975e746f029c9377a0bff3db04e9.png"" data-editor-shrink=""true""><br>{{c1::Leishmaniose cutânea.}}","06"," Estratégia::Dermatologia::Síndromes_Verrucosas::02.Leishmaniose_Tegumentar::c)Quadro_Clínico ","Estratégia"
"<b>Diagnóstico provável:&nbsp;</b>agricultor da região Norte do Brasil queixa-se de coriza, epistaxe e dor nasal. Ao exame físico, há destruição da cartilagem nasal e perfuração do septo. Há 2 anos, apresentou úlcera com bordas elevadas e bem demarcada na perna.<br><img src=""paste-36685785a816c35f1146f8a0b638717447734d39.png""><br>{{c1::Leishmaniose mucosa.}}","07"," Estratégia::Dermatologia::Síndromes_Verrucosas::02.Leishmaniose_Tegumentar::c)Quadro_Clínico ","Estratégia"
"Qual é o significado do teste de Montenegro positivo na investigação de leishmaniose ativa?<br>{{c1::Teste positivo indica boa resposta celular contra a <i>Leishmania</i>, portanto o paciente deve apresentar doença localizada.}}","09"," Estratégia::Dermatologia::Síndromes_Verrucosas::02.Leishmaniose_Tegumentar::d)Diagnóstico ","Estratégia"
"<b>Diagnóstico provável:&nbsp;</b>mulher queixa-se de nódulos ulcerados e dolorosos que surgiram na mão e se espalharam em direção ao braço. Foi arranhada pelo gato da vizinha recentemente.<br><img src=""paste-efe675c116125b752ff869f253ceffe3d52a858f.png"" data-editor-shrink=""true""><br>{{c1::Esporotricose.}}","12"," Estratégia::Dermatologia::Síndromes_Verrucosas::03.Esporotricose::b)Quadro_Clínico ","Estratégia"
"Qual é o tratamento da esporotricose?<br>{{c1::Antifúngico (p. ex. itraconazol ou terbinafina).}}","14"," Estratégia::Dermatologia::Síndromes_Verrucosas::03.Esporotricose::d)Tratamento ","Estratégia"
"Qual é o padrão-ouro para o diagnóstico de esporotricose?<br>{{c1::Cultura.}}","13"," Estratégia::Dermatologia::Síndromes_Verrucosas::03.Esporotricose::c)Diagnóstico ","Estratégia"
"Quais são os dois principais agentes etiológicos da esporotricose e a principal forma de transmissão de cada um deles?<br>{{c1::<br><ul><li><i>Sporothrix brasiliensis:&nbsp;</i>mordedura ou arranhadura de gatos;<br></li><li><i>Sporothrix schenckii</i>:<i>&nbsp;</i>inoculação do fungo mediante trauma com material vegetal contaminado.</li></ul>}}<br>","11"," Estratégia::Dermatologia::Síndromes_Verrucosas::03.Esporotricose::a)Agentes_Etiológicos ","Estratégia"
"<b>Diagnóstico provável:&nbsp;</b>lactente com 2 meses de vida apresenta placa eritematosa com escamas de cor amarelada no couro cabeludo e na região nasolabial.<br><img src=""paste-c0233fc34b023f120d1f5c62945699d2aad976a6.png"" data-editor-shrink=""true""><br>{{c1::Dermatite seborreica.}}","13"," Estratégia::Dermatologia::Dermatoses_Eczematosas::06.Dermatite_Seborreica::b)Quadro_Clínico ","Estratégia"
"Qual é o tratamento inicial da dermatite seborreica?<br>{{c1::Creme ou xampu antifúngico (p. ex. cetoconazol).}}","14"," Estratégia::Dermatologia::Dermatoses_Eczematosas::06.Dermatite_Seborreica::c)Tratamento ","Estratégia"
"Qual é o microrganismo que pode estar envolvido na patogênese da dermatite seborreica?<br>{{c1::Colonização pelo fungo <i>Malassezia.</i>}}","12"," Estratégia::Dermatologia::Dermatoses_Eczematosas::06.Dermatite_Seborreica::a)Etiologia ","Estratégia"
"<b>Diagnóstico provável:&nbsp;</b>lactente de 12 meses apresenta placas eritematodescamativas nas regiões perineal e glútea, que poupam as dobras.&nbsp;<span style=""color: rgb(255, 0, 0);""><br></span>{{c1::Dermatite de fraldas por irritante primário.}}","15"," Estratégia::Dermatologia::Dermatoses_Eczematosas::07.Dermatite_de_Fraldas::a)Quadro_Clínico ","Estratégia"
"Qual é o tratamento da dermatite de fraldas por irritante primário?<br>{{c1::Troca frequente das fraldas + creme de barreira.}}","17"," Estratégia::Dermatologia::Dermatoses_Eczematosas::07.Dermatite_de_Fraldas::b)Tratamento ","Estratégia"
"Qual é o tratamento da dermatite de fraldas por cândida?<br>{{c1::Troca frequente das fraldas + creme de barreira + derivado azólico (p. ex. nistatina).}}","18"," Estratégia::Dermatologia::Dermatoses_Eczematosas::07.Dermatite_de_Fraldas::b)Tratamento ","Estratégia"
"Qual é a principal fonte de transmissão da hanseníase?<br>{{c1::Indivíduos bacifilíferos não tratados que eliminam o bacilo pelas vias aéreas superiores.}}","04"," Estratégia::Dermatologia::Hanseníase::03.Transmissão ","Estratégia"
"Qual é o agente etiológico da hanseníase?<br>{{c1::<i>Mycobacterium leprae</i>.<br><img src=""paste-13676f4a8ae1d1bad34baa77295cbcbee5a36152.png"" data-editor-shrink=""true"">}}","01"," Estratégia::Dermatologia::Hanseníase::01.Agente_Etiológico ","Estratégia"
"Qual é a ordem de perda dos tipos de sensibilidade nos pacientes com hanseníase?<br>{{c1::<br><ol><li>Calor;</li><li>Dor;</li><li>Tato.</li></ol>}}<br>","13"," Estratégia::Dermatologia::Hanseníase::05.Diagnóstico::b)Sensibilidade ","Estratégia"
"<b>Diagnóstico provável:&nbsp;</b>criança com mancha hipocrômica facial e com redução da sensibilidade e da sudorese.<br><figure>
    <img src=""mancha_hipocrômica_hanseníase_MS.jpg"" data-editor-shrink=""true"">
    <figcaption>Legenda: Imagem retirada do manual do Ministério da Saúde.</figcaption></figure>{{c1::Hanseníase indeterminada.}}","07"," Estratégia::Dermatologia::Hanseníase::04.Quadro_Clínico::b)Hanseníase_Indeterminada ","Estratégia"
"Qual é a classificação operacional da hanseníase (MS e OMS)?<br>{{c1::<br><ul><li>Paucibacilar: 1 a 5 lesões cutâneas + baciloscopia negativa + até um tronco nervoso espessado;</li><li>Multibacilar: &gt; 5 lesões de pele ou baciloscopia positiva.</li></ul><img src=""paste-b006dd920811febc704528714f4ff1ebaa12d14c.png"" data-editor-shrink=""true"">}}<br>","12"," Estratégia::Dermatologia::Hanseníase::05.Diagnóstico::a)Classificação ","Estratégia"
"Qual é o critério para o paciente com hanseníase receber alta por cura?<br>{{c1::Finalização do tratamento com poliquimioterapia.}}","25"," Estratégia::Dermatologia::Hanseníase::06.Tratamento::c)Alta_por_Cura ","Estratégia"
"Qual é o tratamento da hanseníase paucibacilar?<br>{{c1::6 cartelas de rifampicina + dapsona + clofazimina em até 9 meses.}}","23"," Estratégia::Dermatologia::Hanseníase::06.Tratamento::a)Hanseníase_Paucibacilar ","Estratégia"
"<b>Diagnóstico provável:&nbsp;</b>paciente em tratamento de hanseníase dimorfa com rifampicina + dapsona + clofazimina há 5 meses. Queixa-se de piora das lesões cutâneas e de dor intensa à palpação de nervo ulnar. Refere queda frequente de objetos quando tenta segurá-los e parestesia nos membros.<br>{{c1::Reação hansênica tipo I (reação reversa).}}","27"," Estratégia::Dermatologia::Hanseníase::07.Reação_Hansênica::b)Tipo_I::i)Quadro_Clínico ","Estratégia"
"Qual é o tratamento inicial da reação hansênica do tipo I (reação reversa)?
<br>{{c1::Prednisona VO. Não suspender o tratamento da hanseníase.}}","28"," Estratégia::Dermatologia::Hanseníase::07.Reação_Hansênica::b)Tipo_I::ii)Tratamento ","Estratégia"
"Qual é o tratamento da reação hansênica do tipo II (eritema nodoso hansênico)?<br>{{c1::Talidomida VO. Não suspender a poliquimioterapia.}}","30"," Estratégia::Dermatologia::Hanseníase::07.Reação_Hansênica::c)Tipo_II::ii)Tratamento ","Estratégia"
"<b>Diagnóstico provável:&nbsp;</b>paciente em tratamento de hanseníase virchowiana com rifampicina + dapsona + clofazimina há 5 meses. Apresenta febre, artralgia, linfonodomegalia, parestesia difusa, ↑PCR, hematúria e proteinúria.&nbsp;<br><img src=""paste-9e5bac0f5829c9e2d83f77d5339a9c0bf83b56df.png""><br>{{c1::Reação hansênica do tipo II (eritema nodoso hansênico).}}","29"," Estratégia::Dermatologia::Hanseníase::07.Reação_Hansênica::c)Tipo_II::i)Quadro_Clínico ","Estratégia"
"Qual é a profilaxia indicada para contactantes de hanseníase?<br>{{c1::<br><ul><li>≤ 1 cicatriz da BCG: uma dose adicional de BCG;</li><li>Duas cicatrizes de BCG ou crianças &lt; 1 ano já vacinadas: não prescrever.</li></ul>}}<br>","32"," Estratégia::Dermatologia::Hanseníase::08.Profilaxia ","Estratégia"
"<b>Diagnóstico provável:&nbsp;</b>paciente queixa-se de congestão nasal, perda de cílios e supercílio, face, mãos e pés com aspecto infiltrativo difuso, múltiplos nódulos cutâneos com aumento e espessamento dos pavilhões auriculares e de nervos periféricos, além de hipoestesia em mãos e pés.<br>{{c1::Hanseníase Virchowiana.<br><figure>
    <img src=""paste-06ed26481fc205614949e378a5a5c5a51c65b890.png"">
    <figcaption>Legenda: figura retirada do manual do Ministério da Saúde</figcaption>
</figure>
}}","10"," Estratégia::Dermatologia::Hanseníase::04.Quadro_Clínico::e)Hanseníase_Virchowiana ","Estratégia"
"Qual é a definição de paciente contato da hanseníase?<br>{{c1::Pessoas que residiram ou conviveram com doente de hanseníase, no âmbito domiciliar, nos últimos 5 anos anteriores ao diagnóstico da doença.}}","31"," Estratégia::Dermatologia::Hanseníase::08.Profilaxia ","Estratégia"
"Explique o espectro clínico da hanseníase com base no predomínio de cada tipo de imunidade dos pacientes?<br>{{c1::<br><ul><li>Imunidade celular: resulta na hanseníase tuberculoide (TT);</li><li>Imunidade humoral: resulta na hanseníase virchowiana (VV);</li><li>Entre os extremos do espectro, ocorrem os tipos de hanseníase dimorfa (DT, DD, DV).<br><img src=""paste-3cbf7774e230a9f341864fabc25823e3a4b9fdc6.png""><br></li></ul>}}<br>","03"," Estratégia::Dermatologia::Hanseníase::02.Fisiopatologia ","Estratégia"
"Quais são os sinais clínicos esperados quando há lesão dos nervos mediano, radial ou ulnar (p. ex. devido à hanseníase)?<br>{{c1::<img src=""paste-803de33a8af8dc8e739160cc951ab92c179cd911.png"" data-editor-shrink=""true""><br>}}","05"," Estratégia::Dermatologia::Hanseníase::04.Quadro_Clínico::a)Lesão_de_Nervos_Periféricos ","Estratégia"
"<b>Diagnóstico provável:&nbsp;</b>paciente com placa anular única, infiltrada e bem delimitada, com perda de sensibilidade dolorosa, tátil e térmica. Teste de Mitsuda positivo e baciloscopia negativa.<br>{{c1::Hanseníase tuberculoide.}}","08"," Estratégia::Dermatologia::Hanseníase::04.Quadro_Clínico::c)Hanseníase_Tuberculoide ","Estratégia"
"Quais são os resultados esperados do teste de Mitsuda e da baciloscopia na hanseníase Virchowiana?<br>{{c1::Mitsuda negativo e baciloscopia positiva.}}","22"," Estratégia::Dermatologia::Hanseníase::05.Diagnóstico::c)Testes ","Estratégia"
"Quais são os resultados esperados do teste de Mitsuda e da baciloscopia na hanseníase tuberculoide?<br>{{c1::Mitsuda positivo e baciloscopia negativa.}}","18"," Estratégia::Dermatologia::Hanseníase::05.Diagnóstico::c)Testes ","Estratégia"
"Quais são os resultados esperados do teste de Mitsuda e da baciloscopia na hanseníase dimorfa tuberculoide?<br>{{c1::Mitsuda positivo e baciloscopia negativa.}}","19"," Estratégia::Dermatologia::Hanseníase::05.Diagnóstico::c)Testes ","Estratégia"
"Quais são os resultados esperados do teste de Mitsuda e da baciloscopia na hanseníase dimorfa Virchowiana?<br>{{c1::Mitsuda negativo e baciloscopia positiva.}}","21"," Estratégia::Dermatologia::Hanseníase::05.Diagnóstico::c)Testes ","Estratégia"
"Quais são os resultados esperados do teste de Mitsuda e da baciloscopia na hanseníase dimorfa dimorfa?<br>{{c1::Mitsuda negativo e baciloscopia positiva.}}","20"," Estratégia::Dermatologia::Hanseníase::05.Diagnóstico::c)Testes ","Estratégia"
"Qual é a interpretação do teste de Mitsuda na investigação de hanseníase?<br>{{c1::<br><ul><li>Positivo&nbsp;≥ 5 mm: boa imunidade celular contra o <i>M. leprae</i>;</li><li>Negativo &lt; 5 mm: predomínio da imunidade humoral.</li></ul>}}<br>","17"," Estratégia::Dermatologia::Hanseníase::05.Diagnóstico::c)Testes ","Estratégia"
"Qual é o tipo de imunidade mais eficaz para combater o <i>Mycobacterium leprae</i>?<br>{{c1::Imunidade celular, pois o bacilo é intracelular obrigatório.}}","02"," Estratégia::Dermatologia::Hanseníase::01.Agente_Etiológico ","Estratégia"
"Qual é a forma clínica inicial da hanseníase?<br>{{c1::Hanseníase indeterminada (mancha hipocrômica pouco sintomática).<br><img src=""mancha_hipocrômica_hanseníase_MS.jpg"" data-editor-shrink=""true"">}}","06"," Estratégia::Dermatologia::Hanseníase::04.Quadro_Clínico::b)Hanseníase_Indeterminada ","Estratégia"
"<b>Diagnóstico provável:&nbsp;</b>paciente com lesões cutâneas com bordos internos bem definidos e bordo externo impreciso, com área central poupada (lesão foveolar). Há espessamento de múltiplos nervos periféricos com dor à palpação e hipoestesia no território correspondente.<br><img src=""paste-05f00b57b738bac62c245c7b9a0548253b3f60b1.png"" data-editor-shrink=""true""><br>{{c1::Hanseníase dimorfa.}}","09"," Estratégia::Dermatologia::Hanseníase::04.Quadro_Clínico::d)Hanseníase_Dimorfa ","Estratégia"
"Qual é o mecanismo básico das reações hansênicas?<br>{{c1::Ativação da resposta imune contra o <i>Mycobacterium leprae</i>, que resulta em fenômenos inflamatórios agudos e exacerbação da doença.}}","26"," Estratégia::Dermatologia::Hanseníase::07.Reação_Hansênica::a)Mecanismo ","Estratégia"
"<b>Diagnóstico provável:&nbsp;</b>paciente com hanseníase Virchowiana não tratada evolui com úlceras nas extremidades e necrose do pavilhão auricular direito. Biópsia lesional: vasculite leucocitoclástica com necrose fibrinoide.<br>{{c1::Fenômeno de Lúcio.}}","11"," Estratégia::Dermatologia::Hanseníase::04.Quadro_Clínico::f)Fenômeno_de_Lúcio ","Estratégia"
"Qual é o tratamento da hanseníase multibacilar?<br>{{c1::12 cartelas de rifampicina + dapsona + clofazimina em até 18 meses.}}","24"," Estratégia::Dermatologia::Hanseníase::06.Tratamento::b)Hanseníase_Multibacilar ","Estratégia"
"A hanseníase é uma doença de notificação compulsória?<br>{{c1::Sim, notificação semanal.}}","33"," Estratégia::Dermatologia::Hanseníase::09.Notificação ","Estratégia"
"Como podemos avaliar a sensibilidade térmica de um paciente?<br>{{c1::Tocando a pele do paciente com um tubo com água fria (25º C) e outro com água quente (37º C a 45º C) e pedindo para ele diferenciá-los.}}","14"," Estratégia::Dermatologia::Hanseníase::05.Diagnóstico::b)Sensibilidade ","Estratégia"
"Como podemos avaliar a sensibilidade dolorosa de um paciente?<br>{{c1::Tocando a pele do paciente de forma aleatória com o fundo e a ponta de uma agulha descartável. O paciente deve ser capaz de sentir dor com a ponta da agulha.<br><figure>
    <img src=""paste-bae688c3b2cc92d9223529574f04a28675169e3a.png"">
    <figcaption>Legenda: retirada do manual do Ministério da Saúde</figcaption>
</figure>}}","15"," Estratégia::Dermatologia::Hanseníase::05.Diagnóstico::b)Sensibilidade ","Estratégia"
"Como podemos avaliar a sensibilidade tátil de um paciente?<br>{{c1::O paciente deve ser capaz de identificar, com os olhos fechados, a área que está sendo tocada com um chumaço de algodão.}}","16"," Estratégia::Dermatologia::Hanseníase::05.Diagnóstico::b)Sensibilidade ","Estratégia"
"Que reposição de micronutriente deve ser evitada na fase de estabilização do tratamento da desnutrição aguda grave?<br>{{c1::Evitar a reposição de ferro (↑toxicidade e ↑risco de infecções).}}","20"," Estratégia::Pediatria::Desnutrição::04.Tratamento::b)Fase_de_Estabilização ","Estratégia"
"Quais são os 5 primeiros passos do tratamento da desnutrição aguda grave que corrigem situações ameaçadoras à vida?<br>{{c1::Correção de:<br><ol><li>Hipoglicemia;</li><li>Hipotermia;</li><li>Desidratação;</li><li>Distúrbios eletrolíticos;</li><li>Infecção.</li></ol>}}<br>","18"," Estratégia::Pediatria::Desnutrição::04.Tratamento::b)Fase_de_Estabilização ","Estratégia"
"Quais são as três etapas gerais do tratamento da desnutrição aguda grave?<br>{{c1::Estabilização inicial, reabilitação e acompanhamento ambulatorial.}}","17"," Estratégia::Pediatria::Desnutrição::04.Tratamento::a)Etapas ","Estratégia"
"Qual é o tratamento instituído na fase de reabilitação da desnutrição aguda?<br>{{c1::Oferta de alimentos com maior teor calórico e início da reposição de ferro.}}","23"," Estratégia::Pediatria::Desnutrição::04.Tratamento::c)Fase_de_Reabilitação ","Estratégia"
"Que micronutrientes devem ser repostos na fase de estabilização das crianças com desnutrição aguda grave?<br>{{c1::A OMS recomenda a reposição com um preparado de múltiplos micronutrientes, tais como vitaminas A, E, complexo B, zinco, cobre, etc.}}","22"," Estratégia::Pediatria::Desnutrição::04.Tratamento::b)Fase_de_Estabilização ","Estratégia"
"Qual é a principal causa identificável de pericardite aguda?<br>{{c1::Infecções virais (até 90% dos casos).}}","01"," Estratégia::Cardiologia::Pericardiopatias::01.Pericardite_Aguda::a)Epidemiologia ","Estratégia"
"Qual é a ausculta cardíaca característica da pericardite aguda?<br>{{c1::Atrito pericárdico.}}","05"," Estratégia::Cardiologia::Pericardiopatias::01.Pericardite_Aguda::c)Exame_Físico ","Estratégia"
"Quais são os dois achados característicos da pericardite aguda no ECG?<br>{{c1::Supradesnivelamento difuso do segmento ST + infradesnivelamento do segmento PR.<br><img src=""paste-54b87ebf996435037692454746d15e4f4899a6b6.png"" data-editor-shrink=""true"">}}","06"," Estratégia::Cardiologia::Pericardiopatias::01.Pericardite_Aguda::d)Diagnóstico ","Estratégia"
"Quais são os critérios diagnósticos de pericardite aguda?<br>{{c1::≥ 2 dos 4 sintomas a seguir:<br><ul><li><b>D</b>or torácica ventilatório-dependente;</li><li><b>E</b>CG: Supra de ST difuso + infradesnivelamento do segmento PR;</li><li><b>D</b>errame pericárdico novo ou piora do pré-existente;</li><li><b>A</b>trito pericárdico.}}</li></ul>","07"," Estratégia::Cardiologia::Pericardiopatias::01.Pericardite_Aguda::d)Diagnóstico ","Estratégia"
"<b>Diagnóstico provável:&nbsp;</b>mulher de 25 anos queixa-se de forte dor precordial há 8 horas, que piora à inspiração profunda e melhora após inclinar o tórax para a frente.<br><img src=""paste-d3bc3b1b77fbb1ff9f31e9fdf1067ca73043a344.png""><br>{{c1::Pericardite aguda.}}","03"," Estratégia::Cardiologia::Pericardiopatias::01.Pericardite_Aguda::b)Quadro_Clínico ","Estratégia"
"Qual é o melhor exame para diagnóstico diferencial em caso de suspeita de pericardite aguda?<br>{{c1::Ecocardiograma transtorácico.}}","08"," Estratégia::Cardiologia::Pericardiopatias::01.Pericardite_Aguda::d)Diagnóstico ","Estratégia"
"Em geral, qual é o tratamento farmacológico de escolha da pericardite aguda?<br>{{c1::AINES (p. ex. aspirina ou ibuprofeno) + colchicina.}}","10"," Estratégia::Cardiologia::Pericardiopatias::01.Pericardite_Aguda::e)Tratamento ","Estratégia"
"Qual é o tratamento da pericardite urêmica?<br>{{c1::Diálise de urgência.}}","13"," Estratégia::Cardiologia::Pericardiopatias::01.Pericardite_Aguda::g)Urêmica ","Estratégia"
